asin,title,title_length,price,total_images,gallery_video_count,has_video,has_aplus,top_keywords,unique_keyword_count,total_word_count,sentiment_keywords,has_quality_words,has_material_words,has_benefit_words,quantity_sold_365days,classification,sku_type,rating_numeric,reviews_count_numeric
B0BGT3MBRS,NOVICA Artisan Handmade Reversepainted Glass Tray Floral Turquoise from Peru Blue Gold Tone Glasswood Tableware Serveware Trays Animal Themed Nature [2.4in H x 17.75in W x 17.75in D] ' Birds of,31,109,6,2,TRUE,TRUE,"novica, artisan, handmade, glass, 75in, item, quality, reversepainted, tray, floral, turquoise, peru, blue, gold, tone, glasswood, tableware, serveware, trays, animal, themed, nature, 4in, birds, size, artisans, using, time, honored, traditional",46,55,"artisan, handmade, quality, traditional, authentic, crafted, exceptional, craftsmanship",TRUE,TRUE,FALSE,3,Tableware & Entertaining,Basic Item,5,1
B0002PELQ2,NOVICA Artisan Handmade Amethyst Drop Earrings Sterling Silver Purple Indonesia Bodacious Birthstone [0.8 in L x 0.2 in W] ' Purple Spell',22,37,8,1,TRUE,TRUE,"purple, novica, artisan, handmade, amethyst, drop, earrings, sterling, silver, indonesia, bodacious, birthstone, spell",13,14,"artisan, handmade",TRUE,FALSE,FALSE,11,Jewelry,Basic Item,4.8,7
B08RB4HZYQ,NOVICA Artisan Handmade Wood Statuette Black White Curious Bunny Indonesia Sculpture Animal Themed Rabbit [3.5in H x 5.5in W x 2.8in D] ' Curious in Black and White',28,47,6,1,TRUE,TRUE,"novica, item, artisan, handmade, wood, black, white, statuette, curious, bunny, sculpture, animal, 5in, size, artisans, crafted, quality, works, nengah, sudarsana, suar, hand, artist, things, what, indonesia, themed, rabbit, 8in, using",135,169,"artisan, handmade, crafted, quality, traditional, authentic, exceptional, craftsmanship, stunning, happiness, happy, charming, natural, create, original",TRUE,TRUE,FALSE,1,Sculpture,Basic Item,,
B07Y3YN94Y,NOVICA Artisan Handmade 100% Baby Alpaca Scarf Celadon Green Wool Accessories Scarves Wrap Solid Peru ' Celadon Embrace',18,25,8,0,FALSE,FALSE,"artisans, novica, world, handmade, alpaca, scarf, peru, soft, baby, celadon, happy, customers, create, better, item, where, love, visit, store, what, 100, green, wool, mission, spread, happiness, products, page, future, time",187,270,"handmade, happy, create, better, love, green, mission, happiness, unique, artisan, improve, impact, dream, stories, respect",TRUE,TRUE,TRUE,1,Accessories,Basic Item,5,1
B01CTGTKP8,NOVICA Artisan Handmade Citrine Pendant Necklace Silver with Composite Turquoise Sterling Reconstituted Blue Yellow India Birthstone [18 in L 2 mm W Pendant(s) 1.8 in L x 0.8 in W x 0.3 in D] ',35,109,7,1,TRUE,TRUE,"pendant, novica, artisan, handmade, citrine, necklace, silver, composite, turquoise, sterling, reconstituted, blue, yellow, india, birthstone",15,16,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,5,1
B07KR4VXWC,NOVICA Artisan Handmade Rhodium Plated Amethyst Pendant Necklace Leafy from India Sterling Silver Gemstone Tree [18 in L 2 mm W Pendant(s) 1.2 in L x 0.6 in W x 0.2 in D] ' Lilac Dazzle',36,39,7,0,FALSE,FALSE,"pendant, necklace, novica, handmade, rhodium, plated, amethyst, sterling, silver, gemstone, lilac, designs, artisan, leafy, india, tree, dazzle, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra",71,85,"handmade, artisan, stunning, happiness, happy, handcrafted, inspired, natural, journey",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B00F2V04C6,NOVICA Artisan Handmade Rose Quartz Cluster Earrings Beaded Sterling Silver Pink Thailand Strawberry Ice Birthstone [1.7 in L x 0.5 in W] ' Afternoon Pink',25,25,8,0,FALSE,FALSE,"quartz, pink, novica, artisan, handmade, rose, earrings, sterling, silver, thailand, nareerat, cluster, beaded, strawberry, ice, birthstone, afternoon, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra",77,90,"artisan, handmade, stunning, happiness, happy, create",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,5,1
B094N1ZDXY,NOVICA Artisan Handmade Teak Wood Cutting Board Pineapple from Bali Brown Indonesia Tableware Kitchen Accessories Boards Natural Materials Fruits Veggies [12.5in L x 5.5in W x 0.6in D] ' Pineapple,30,18,6,1,TRUE,TRUE,"wood, novica, teak, bali, item, artisan, handmade, board, pineapple, natural, artisans, crafted, rian, kusuma, grain, father, cutting, tableware, 5in, size, using, quality, works, rich, coconut, color, vary, success, nothing, work",144,199,"artisan, handmade, natural, crafted, quality, traditional, authentic, exceptional, craftsmanship, stunning, happiness, happy, culture, better, create",TRUE,TRUE,FALSE,1,Tableware & Entertaining,Basic Item,,
B0BGT3NJYN,NOVICA Artisan Handmade Cotton Table Runner Striped Blue Turquoise Guatemala Tableware Linens Runners Woven [58in L x 14.25in W Fringe 2.4in L] ' Tecpan Tradition',25,47,5,2,TRUE,TRUE,"novica, artisan, handmade, cotton, table, runner, striped, blue, turquoise, guatemala, tableware, linens, runners, woven, 58in, 25in, fringe, 4in, tecpan, tradition",20,20,"artisan, handmade, tradition",TRUE,TRUE,FALSE,1,Tableware & Entertaining,Basic Item,,
B07527GN14,NOVICA Artisan Handmade .925 Sterling Silver Cocktail Ring Indonesia 'Celuk Fern',11,63,7,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, cocktail, ring, indonesia, celuk, fern",11,11,"artisan, handmade",TRUE,FALSE,FALSE,4,Jewelry,Child,4.1,36
B0752B8CK5,NOVICA Artisan Handmade Blue Topaz .925 Sterling Silver Stacking Rings Butterfly with Indonesia Animal Themed Birthstone 'Butterfly Shrine' (set of 3),21,79,9,0,FALSE,FALSE,"butterfly, rings, band, novica, artisan, handmade, blue, topaz, sterling, silver, together, ring, features, 925, stacking, indonesia, animal, themed, birthstone, shrine, set, works, talented, artists, artisans, designers, around, world, produce, stunning",69,86,"artisan, handmade, stunning, happiness, happy, unique, detailed",TRUE,FALSE,FALSE,1,Jewelry,Child,5,1
B06XSQKBW9,NOVICA Artisan Handmade Amethyst Beaded Necklace 950 Silver from Thailand Sterling Fine Purple Hill Tribe Birthstone [18 in L 6 mm W] ' Simple Grace',25,114,9,0,FALSE,FALSE,"necklace, silver, thailand, beads, novica, handmade, amethyst, 950, sterling, purple, hill, tribe, artisans, wadarat, supasirisuk, sometimes, clients, artisan, beaded, fine, birthstone, simple, grace, works, together, talented, artists, designers, around, world",88,109,"handmade, artisan, stunning, happiness, happy, beautiful, handcrafted",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B07B8RNGD2,NOVICA Artisan Cultured Pearl Pendant Necklace Floral Meditative from Bali Sterling Silver Freshwater White Charm Indonesia Thought and Meditation Spiritual Birthstone [21.75 in L 3 mm W Pendant(s) 2],29,69,9,0,FALSE,FALSE,"silver, pendant, jewelry, sterling, novica, cultured, pearl, necklace, meditative, bali, techniques, parents, when, began, craft, artisan, floral, freshwater, white, charm, indonesia, thought, meditation, spiritual, birthstone, works, together, talented, artists, artisans",125,149,"artisan, stunning, handmade, happiness, happy, loving, crafted, village, family, creating, create, unique, better",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B07Z449FRY,NOVICA Artisan Handmade .925 Sterling Silver Cocktail Ring Carved Bone Face Indonesia Moon 'Serene Repose',15,64,8,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, cocktail, ring, carved, bone, face, indonesia, moon, serene, repose",15,15,"artisan, handmade",TRUE,FALSE,FALSE,5,Jewelry,Child,4.7,3
B07529RDX8,NOVICA Artisan Handmade .925 Sterling Silver Flower Ring Floral Cocktail Indonesia 'Precious Lotus',13,94,8,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, flower, ring, floral, cocktail, indonesia, precious, lotus",13,13,"artisan, handmade",TRUE,FALSE,FALSE,31,Jewelry,Child,4.6,189
B0002JLSL4,NOVICA .925 Sterling Silver Hoop Earrings 'Silver Boomerang',8,69,8,1,TRUE,TRUE,"silver, novica, 925, sterling, hoop, earrings, boomerang",7,8,,FALSE,FALSE,FALSE,3,Jewelry,Basic Item,3.8,12
B00F2WTXWW,NOVICA Artisan Handmade Amethyst Dangle Earrings Sterling Silver Purple India Floral Birthstone [1.4 in L x 0.6 in W x 0.3 in D] ' Impassioned Plum',26,47,8,0,FALSE,FALSE,"silver, novica, handmade, amethyst, earrings, sterling, india, shanker, farming, family, artisan, dangle, purple, floral, birthstone, impassioned, plum, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra",68,79,"handmade, family, artisan, stunning, happiness, happy, tradition, inspired, support",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B081TJPJ41,NOVICA Artisan Handmade Amethyst Cuff Bracelet 4carat Elephantthemed from Bali Sterling Silver Indonesia Gemstone [6 in L (end to End) x 0.4 in W] ' Elephant' S Treasure',28,174,9,0,FALSE,FALSE,"silver, cuff, artisan, amethyst, bracelet, sterling, end, want, novica, handmade, bali, indonesia, elephant, giri, tasmana, gemstones, one, work, father, began, use, designs, 4carat, elephantthemed, gemstone, treasure, works, together, talented, artists",126,161,"artisan, handmade, treasure, stunning, happiness, happy, easy, inspire, preserve, traditional",TRUE,FALSE,FALSE,3,Jewelry,Basic Item,3.9,2
B0BLHD4QNQ,"NOVICA Handcrafted Men's Peruvian Alpaca Wool Cardigan with Zipper Multicolor Pullovers, Patterned Knit 'Traveler'",14,159,8,0,FALSE,FALSE,"alpaca, wool, novica, men, handcrafted, peruvian, cardigan, zipper, multicolor, pullovers, patterned, knit, traveler, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, handmade, treasures, mantra, spread, happiness, rest",56,62,"handcrafted, stunning, handmade, happiness, happy, luxurious",TRUE,FALSE,FALSE,4,Clothing & Accessories,Child,5,4
B07Y3XPR29,NOVICA Artisan Handmade Sterling Silver Ear Cuffs Frog Turtle from Thailand Animal Themed Turtleturtlefrog [1.4 in L x 0.2 in W] ' Frog and Turtle',25,49,8,1,TRUE,TRUE,"frog, turtle, novica, artisan, handmade, sterling, silver, ear, cuffs, thailand, animal, themed, turtleturtlefrog",13,15,"artisan, handmade",TRUE,FALSE,FALSE,7,Jewelry,Basic Item,3.6,7
B01H2JCSWY,NOVICA Artisan Handmade Cultured Pearl Sterling Silver Dangle Earrings Pink White Thailand Gemstone [2 in L x 0.4 in W] ' Soft Whisper in Pink',25,49,7,0,FALSE,FALSE,"silver, earrings, pink, novica, handmade, pearl, sterling, dangle, artisans, withaya, cheunjit, artisan, cultured, white, thailand, gemstone, soft, whisper, works, together, talented, artists, designers, around, world, produce, stunning, keepsake, treasures, mantra",84,98,"handmade, artisan, stunning, happiness, happy, charming, crafted",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,5,1
B075228J1Z,NOVICA Artisan Handmade Pearl Peridot Ring Fair Trade Sterling Silver Citrine Multigem Multicolor Stone Cocktail Indonesia Birthstone [crownbezel 0.6 in L x 0.6 in W Band Width 5 mm W] ' Gentle Day',33,89,7,0,FALSE,FALSE,"silver, novica, handmade, peridot, sterling, citrine, band, buana, his, life, artisan, pearl, ring, fair, trade, multigem, multicolor, stone, cocktail, indonesia, birthstone, crownbezel, width, gentle, day, works, together, talented, artists, artisans",88,99,"handmade, artisan, fair, trade, stunning, happiness, happy, beautiful, passion, giving, family",TRUE,FALSE,TRUE,1,Jewelry,Child,5,1
B00014W2N8,"NOVICA Reverse Painted Wood and Glass Wall Mounted Mirror, Red, Red Star'",12,49,6,1,TRUE,TRUE,"artisans, novica, world, wall, red, customers, better, where, love, visit, store, what, mission, happy, handmade, products, page, create, future, time, item, hand, unique, decorative, less, color, reverse, painted, wood, glass",118,170,"better, love, mission, happy, handmade, create, unique, happiness, improve, impact, dream, stories, respect, empower, preserve",TRUE,TRUE,TRUE,3,Mirrors,Basic Item,5,1
B09T6XJ2LQ,NOVICA Artisan Handmade Cultured Freshwater Pearl Flower Ring .925 Sterling Silver Cocktail White Indonesia Birthstone 'White Frangipani',17,70,8,1,TRUE,TRUE,"white, novica, artisan, handmade, cultured, freshwater, pearl, flower, ring, 925, sterling, silver, cocktail, indonesia, birthstone, frangipani",16,17,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Child,4.3,36
B0009G4S1C,"NOVICA Multicolor Natural Gemstone Geometric Sculpture, 4.7"" Tall, 'Energy Obelisk'",10,39,8,2,TRUE,TRUE,"novica, jasper, serpentine, onyx, aragonite, artist, stone, statuette, decor, healing, artisans, gemstone, sculpture, obelisk, colorful, gonzalez, product, cesar, gonzales, job, certified, customers, impact, natural, handmade, builds, mystic, splendor, aligning, powers",294,427,"certified, impact, natural, handmade, dreams, quality, environmental, empower, happiness, handcrafted, artisan, crafted, designed, love, masterpiece",TRUE,FALSE,TRUE,8,Sculpture,Basic Item,5,4
B07527DY9Z,NOVICA Artisan Handmade .925 Sterling Silver Band Ring Crafted Infinity Symbol from Bali Indonesia 'Tangled Vine',16,39,8,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, band, ring, crafted, infinity, symbol, bali, indonesia, tangled, vine",15,15,"artisan, handmade, crafted",TRUE,FALSE,FALSE,1,Jewelry,Child,5,4
B01D3OH0Z2,NOVICA Artisan Handcrafted Dark Green Jade Heart Earrings Sterling Silver Dangle Guatemala [1.5 in L x 0.7 in W x 0.2 in D] ' Zinnia Love',26,54,6,0,FALSE,FALSE,"earrings, silver, sterling, novica, dark, green, jade, heart, zinnia, happy, zandra, lorena, sajbin, pair, artisan, handcrafted, dangle, guatemala, love, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake",74,93,"green, happy, artisan, handcrafted, love, stunning, handmade, happiness, gorgeous, inspired, help, crafted, beautiful",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,4.6,
B079YK2JHG,NOVICA Artisan Handcrafted Bone Dangle Earrings Spiral Motif from Bali Indonesia [2 in H x 1.1 in W x 0.2 in D] ' Swirling Scales',25,19,9,0,FALSE,FALSE,"bone, bali, novica, dangle, earrings, swirling, scales, artisans, inspired, high, horn, wood, family, artisan, handcrafted, spiral, motif, indonesia, works, together, talented, artists, designers, around, world, produce, stunning, keepsake, handmade, treasures",103,119,"inspired, family, artisan, handcrafted, stunning, handmade, happiness, happy, local, responsible, help, traditional, unique, culture",TRUE,TRUE,FALSE,1,Jewelry,Basic Item,,
B007KD95BK,NOVICA Artisan Handmade Citrine .925 Sterling Silver Plated Earrings,9,24,8,1,TRUE,TRUE,"novica, artisan, handmade, citrine, 925, sterling, silver, plated, earrings",9,9,"artisan, handmade",TRUE,FALSE,FALSE,60,Jewelry,Basic Item,4.6,646
B0BGT2MWS5,NOVICA Artisan Handmade Recycled Metal Auto Part Sculpture of Seated Broadcaster Metallic Mexico Upcycled People Portraits Eco Friendly Modern [4.7in H x 5in W x 5in D] ' Broadcaster',29,39,8,1,TRUE,TRUE,"artisans, novica, world, handmade, recycled, broadcaster, better, item, unique, parts, artisan, sculpture, happy, customers, create, time, where, love, visit, store, what, works, armando, ramirez, metal, auto, mexico, 5in, mission, spread",217,318,"handmade, recycled, better, unique, artisan, happy, create, love, mission, happiness, traditional, crafted, quality, eco, improve",TRUE,TRUE,TRUE,1,Sculpture,Basic Item,5,1
B07521HH2C,Novica Artisan Handmade .925 Sterling Silver Meditation Spinner Ring With Leaf Motifs From India Band Tree 'Spinning Leaves',18,43,8,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, meditation, spinner, ring, leaf, motifs, india, band, tree, spinning, leaves",16,16,"artisan, handmade",TRUE,FALSE,FALSE,15,Jewelry,Child,4.3,398
B08RB4T6HV,NOVICA Artisan Handmade Upholstered Ottoman Foot Stool Multicolored Mandala Motif with Wood Legs Cottonwood India Furniture Ottomans Bohemian [9in H x 16.25in W x 16.25in D] ' Floral Ignite',29,,8,2,TRUE,TRUE,"novica, artisan, handmade, wood, 25in, item, quality, upholstered, ottoman, foot, stool, multicolored, mandala, motif, legs, cottonwood, india, furniture, ottomans, bohemian, 9in, floral, ignite, size, artisans, using, time, honored, traditional, methods",48,57,"artisan, handmade, quality, traditional, authentic, crafted, exceptional, craftsmanship",TRUE,TRUE,FALSE,1,Furniture,Basic Item,5,
B01D3OH74G,NOVICA Artisan Handmade Sterling Silver Dangle Earrings Thai Thailand Leaf Tree [2 in L x 0.6 in W] ' Leaf Cluster',21,39,8,0,FALSE,FALSE,"sterling, silver, novica, handmade, earrings, thailand, leaf, pichaya, jewelry, every, good, artisan, dangle, thai, tree, cluster, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread",89,102,"handmade, artisan, stunning, happiness, happy, beautiful, family, love, designed, comfortable",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,5,1
B07KS3N1VH,NOVICA Artisan Handmade Rainbow Moonstone Amethyst Cocktail Ring from Bali .925 Sterling Silver Indonesia Gemstone Birthstone 'Glimpse of Sukawati',19,99,8,1,TRUE,TRUE,"novica, artisan, handmade, rainbow, moonstone, amethyst, cocktail, ring, bali, 925, sterling, silver, indonesia, gemstone, birthstone, glimpse, sukawati",17,17,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Child,,
B07527ZRRC,NOVICA Artisan Handmade Mabe Cultured Freshwater Pearl Cocktail Ring .925 Sterling Silver Floral Motif White Indonesia Birthstone 'White Lunar',19,74,8,1,TRUE,TRUE,"white, novica, artisan, handmade, mabe, cultured, freshwater, pearl, cocktail, ring, 925, sterling, silver, floral, motif, indonesia, birthstone, lunar",18,19,"artisan, handmade",TRUE,FALSE,FALSE,7,Jewelry,Child,4.5,184
B0854HTPLM,NOVICA Artisan Handcrafted Men's Sterling Silver Bracelet Torsade Braided Indonesia Modern [8.25 in L x 0.2 in W] ' Naga Twist',21,189,5,1,TRUE,TRUE,"novica, artisan, handcrafted, men, sterling, silver, bracelet, torsade, braided, indonesia, modern, naga, twist",13,13,"artisan, handcrafted",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,5,2
B00F2V645W,NOVICA Artisan Handmade Amethyst Cluster Earrings Quartz Beaded Sterling Silver Brass Plated Glass Purple Pink Thailand Mauve Mist Birthstone [1.8 in L x 0.4 in W] ' Purple Pink Glam',30,39,8,1,TRUE,TRUE,"purple, pink, novica, artisan, handmade, amethyst, cluster, earrings, quartz, beaded, sterling, silver, brass, plated, glass, thailand, mauve, mist, birthstone, glam",20,22,"artisan, handmade",TRUE,TRUE,FALSE,6,Jewelry,Basic Item,4.7,5
B0058E96YY,"NOVICA Black and Red Hand Carved Nigerian Wood Wall Mask with Aluminum Accents, Fulani Maiden'",15,89,7,2,TRUE,TRUE,"novica, artisans, mask, wall, world, artist, customers, abdul, aziz, mohamadu, african, handmade, hand, wood, rubberwood, artisan, sales, pay, spread, happiness, love, aluminum, maiden, piece, art, school, high, products, quality, unique",344,562,"handmade, artisan, happiness, love, quality, unique, empower, happy, better, beautiful, perfect, dream, help, exceptional, community",TRUE,TRUE,TRUE,5,Masks,Basic Item,4.8,21
B08ND29BQ7,NOVICA Artisan Handmade Multigemstone Dangle Earrings Sterling Silver Hooks Quartz Aventurine Chalcedony Beaded Cluster Thailand Birthstone [2.4 in L x 0.9 in W] ' Candy Mood',26,27,7,1,TRUE,TRUE,"novica, artisan, handmade, multigemstone, dangle, earrings, sterling, silver, hooks, quartz, aventurine, chalcedony, beaded, cluster, thailand, birthstone, candy, mood",18,18,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,5,3
B0CRHVSXB6,NOVICA Artisan Handmade Jacquard Wool Shawl Accessories Multicolor Jaquard embroidered India Floral,12,69,8,1,TRUE,TRUE,"novica, artisan, handmade, jacquard, wool, shawl, accessories, multicolor, jaquard, embroidered, india, floral",12,12,"artisan, handmade",TRUE,FALSE,FALSE,20,Accessories,Basic Item,5,2
B01HFJ9ATK,NOVICA Artisan Handcrafted Labradorite Dangle Earrings India Silver Sterling Grey Modern [1.2 in L x 0.8 in W x 0.2 in D] ' Sublime Symmetry',25,59,8,0,FALSE,FALSE,"silver, novica, labradorite, earrings, india, sterling, modern, symmetry, hand, jewelry, artisan, handcrafted, dangle, grey, sublime, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, handmade, treasures, mantra, spread",68,79,"artisan, handcrafted, stunning, handmade, happiness, happy, exquisite, crafted, culture, tradition",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,5,2
B0009G2R06,"NOVICA Decorative Wood Lacquerware Box, Purple, 'Floral Fantasy'",8,59,8,1,TRUE,TRUE,"novica, wood, product, quality, decorative, lacquerware, box, purple, floral, fantasy, size, authentic, original, fair, trade, association, national, geographic, certified, comes, official, story, card, certifying, authenticity, exceptional, artisan, nantana, sompamitre, info",32,37,"quality, authentic, original, fair, trade, certified, story, exceptional, artisan",TRUE,TRUE,TRUE,5,Jewelry Boxes,Basic Item,5,1
B01J2ESV96,NOVICA Artisan Handmade .925 Sterling Silver Band Ring Satin For Women Thailand Aluminum Gray Bohemian 'Classical Ogee',17,57,7,0,FALSE,FALSE,"sterling, silver, ring, novica, artisan, handmade, 925, band, satin, women, thailand, aluminum, gray, bohemian, classical, ogee, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread",54,67,"artisan, handmade, women, stunning, happiness, happy, inspired",TRUE,FALSE,FALSE,1,Jewelry,Child,,
B00QVJVAX0,"NOVICA Large Brown Hand Woven Cotton Mayan Matrimonial Family Size XXL Rope Hammock, Caribbean Sun' (Triple)",16,,6,2,TRUE,TRUE,"novica, cotton, size, product, quality, large, brown, hand, woven, mayan, matrimonial, family, xxl, rope, hammock, caribbean, sun, triple, authentic, original, fair, trade, association, national, geographic, certified, comes, official, story, card",43,49,"quality, family, authentic, original, fair, trade, certified, story, exceptional, artisan",TRUE,TRUE,TRUE,2,Hammocks,Basic Item,4.5,6
B0751YFV82,NOVICA Artisan Handmade Multigemstone Ring Unique .925 Sterling Silver from Bali Clear Green Multicolor Red Indonesia Birthstone 'Brilliant Majesty',19,31,8,1,TRUE,TRUE,"novica, artisan, handmade, multigemstone, ring, unique, 925, sterling, silver, bali, clear, green, multicolor, red, indonesia, birthstone, brilliant, majesty",18,18,"artisan, handmade, unique, green, brilliant",TRUE,FALSE,FALSE,5,Jewelry,Child,3.8,30
B07J1LGM6C,NOVICA Artisan Handmade Citrine Dangle Earrings Composite Turquoise from India Sterling Silver Reconstituted Birthstone Gemstone [1.5 in L x 0.6 in W x 0.2 in D] ' Golden Fusion',29,57,9,0,FALSE,FALSE,"earrings, novica, handmade, citrine, dangle, composite, turquoise, india, sterling, silver, works, artisans, neeru, goel, her, jewelry, grandmother, artisan, reconstituted, birthstone, gemstone, golden, fusion, together, talented, artists, designers, around, world, produce",74,92,"handmade, artisan, stunning, happiness, happy, local, passion",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B07KTKRLFF,NOVICA Artisan Handmade Onyx Locket Ring 925 Sterling Silver from Bali Black Cocktail Indonesia Birthstone [crownbezel 0.5 in H x 0.4 in W x 0.3 in D Band Width 3 mm W] ' Gerhana Shrine',35,94,8,1,TRUE,TRUE,"novica, artisan, handmade, onyx, locket, ring, 925, sterling, silver, bali, black, cocktail, indonesia, birthstone, crownbezel, band, width, gerhana, shrine",19,19,"artisan, handmade",TRUE,FALSE,FALSE,3,Jewelry,Basic Item,5,1
B07528VS53,NOVICA Artisan Handmade .925 Sterling Silver Flower Ring Floral Signet Indonesia 'Forest Blossom',13,127,8,0,FALSE,FALSE,"sterling, novica, handmade, 925, silver, ring, signet, forest, artisan, flower, floral, indonesia, blossom, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread, happiness, rest, assured",48,57,"handmade, artisan, stunning, happiness, happy, original, crafted",TRUE,FALSE,FALSE,3,Jewelry,Child,4,1
B079YGMMJN,NOVICA Artisan Handmade Multigemstone Dangle Earrings Silver from India Sterling Amethyst Blue Topaz Citrine Multicolor Purple Yellow Birthstone [2.1 in L x 0.4 in W x 0.2 in D] ' Glittering Trio',32,94,9,0,FALSE,FALSE,"silver, designs, sterling, artisans, beautiful, jewelry, novica, handmade, dangle, earrings, amethyst, blue, topaz, citrine, glittering, gemstones, neetu, barathi, come, art, myself, new, artisan, multigemstone, india, multicolor, purple, yellow, birthstone, trio",126,157,"beautiful, handmade, artisan, stunning, happiness, happy, valuable, skilled, traditional, create, hope",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,,
B07B6H29F8,NOVICA Artisan Handmade Amber Pendant Necklace Circular Silver from Mexico Sterling [18 in L 1 mm W Pendant(s) 1.4 in L x 0.9 in W x 0.4 in D] ' Honey Planet',32,59,7,0,FALSE,FALSE,"amber, silver, pendant, jewelry, novica, artisan, handmade, necklace, mexico, sterling, honey, planet, juan, garcia, working, many, time, parents, workshop, like, family, while, circular, works, together, talented, artists, artisans, designers, around",98,128,"artisan, handmade, planet, family, stunning, happiness, happy, natural, community, crafted, help, inspire",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B07KR6MXJN,NOVICA Artisan Handmade 18k Gold Accented .925 Sterling Silver Band Ring from Bali Indonesia 'Way of Gold',17,94,8,1,TRUE,TRUE,"gold, novica, artisan, handmade, 18k, accented, 925, sterling, silver, band, ring, bali, indonesia, way",14,15,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Child,4.3,15
B081TKZDL8,NOVICA Artisan Handmade Reversible Alpaca Blend Cardigan Kiko Wool Sweater in Red Trendy Clothing Cardigans from Peru 'Kiko',18,179,6,0,FALSE,FALSE,"kiko, novica, handmade, reversible, alpaca, blend, cardigan, red, blooms, artisan, wool, sweater, trendy, clothing, cardigans, peru, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread",80,90,"handmade, artisan, stunning, happiness, happy, create, natural, family",TRUE,FALSE,FALSE,2,Clothing & Accessories,Child,4.4,6
B08WHCNPKJ,NOVICA Artisan Handmade Cotton Maxi Dress Flutter Sleeve from India Clothing Green Sundresses Line Empire Waist Printed Floral 'Floral Symphony',20,59,5,0,FALSE,FALSE,"dress, india, floral, novica, artisan, handmade, cotton, maxi, flutter, green, empire, printed, together, enough, aftab, pink, waistline, jaipur, beauty, art, designs, sleeve, clothing, sundresses, line, waist, symphony, works, talented, artists",132,156,"artisan, handmade, green, stunning, happiness, happy, comfortable, create, beautiful, dream, love, preserving",TRUE,TRUE,FALSE,2,Clothing & Accessories,Child,,
B0752B7VZL,NOVICA Artisan Handmade Opal Cocktail Ring Indian Jewelry with .925 Sterling Silver Serenity Birthstone 'Blue Promise',16,61,8,1,TRUE,TRUE,"novica, artisan, handmade, opal, cocktail, ring, indian, jewelry, 925, sterling, silver, serenity, birthstone, blue, promise",15,15,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Child,3.8,49
B07Z44G1CK,NOVICA Artisan Handmade .925 Sterling Silver Band Ring Wide from Indonesia 'Memory of Bali',14,59,8,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, band, ring, wide, indonesia, memory, bali",12,12,"artisan, handmade",TRUE,FALSE,FALSE,5,Jewelry,Child,4.2,92
B00BSJVHRM,"NOVICA Decorative Animal Themed Hibiscus Wood Mask, Beige, 'Lotus And Hummingbird'",11,24,5,1,TRUE,TRUE,"wood, artisans, hibiscus, novica, unique, children, always, world, mask, eka, animal, piece, artist, her, work, wall, thanks, decorative, lotus, hummingbird, each, color, makes, grain, signed, varies, sculptures, happy, customers, better",205,382,"unique, happy, better, love, natural, smooth, artisan, inspired, family, supporting, mission, happiness, handmade, create, crafted",TRUE,TRUE,TRUE,1,Masks,Basic Item,4.8,6
